sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description,customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,status,payment,order_date,delivery_date,delivery_time,age_group
400,91,371,94,1,94,Shirt,Henley,S,blue,92,75,"A blue coloured, S sized, Henley Shirt",803,fulan 803,Prefer not to say,68,7377 Nicolas ParadeApt. 191,8377,Amyton,Australian Capital Territory,Australia,Active,16601.0,2021-09-02,2021-09-15,13.0,Seniors
401,91,224,106,3,318,Shirt,Chambray,XL,yellow,105,53,"A yellow coloured, XL sized, Chambray Shirt",803,fulan 803,Prefer not to say,68,7377 Nicolas ParadeApt. 191,8377,Amyton,Australian Capital Territory,Australia,Active,16601.0,2021-09-02,2021-09-15,13.0,Seniors
402,91,498,102,3,306,Jacket,Windbreaker,L,orange,109,68,"A orange coloured, L sized, Windbreaker Jacket",803,fulan 803,Prefer not to say,68,7377 Nicolas ParadeApt. 191,8377,Amyton,Australian Capital Territory,Australia,Active,16601.0,2021-09-02,2021-09-15,13.0,Seniors
403,91,1045,90,3,270,Trousers,Relaxed Leg,XS,violet,95,49,"A violet coloured, XS sized, Relaxed Leg Trousers",803,fulan 803,Prefer not to say,68,7377 Nicolas ParadeApt. 191,8377,Amyton,Australian Capital Territory,Australia,Active,16601.0,2021-09-02,2021-09-15,13.0,Seniors
404,92,434,107,3,321,Jacket,Denim,XL,yellow,92,56,"A yellow coloured, XL sized, Denim Jacket",273,fulan 273,Prefer not to say,46,199 Amber MallSuite 954,1660,Noahmouth,Northern Territory,Australia,Active,37239.0,2021-01-12,2021-01-30,18.0,Adults
405,92,994,106,3,318,Trousers,Wool,XL,yellow,111,72,"A yellow coloured, XL sized, Wool Trousers",273,fulan 273,Prefer not to say,46,199 Amber MallSuite 954,1660,Noahmouth,Northern Territory,Australia,Active,37239.0,2021-01-12,2021-01-30,18.0,Adults
406,92,234,106,2,212,Shirt,Chambray,XL,blue,105,43,"A blue coloured, XL sized, Chambray Shirt",273,fulan 273,Prefer not to say,46,199 Amber MallSuite 954,1660,Noahmouth,Northern Territory,Australia,Active,37239.0,2021-01-12,2021-01-30,18.0,Adults
407,92,991,106,3,318,Trousers,Wool,S,yellow,111,69,"A yellow coloured, S sized, Wool Trousers",273,fulan 273,Prefer not to say,46,199 Amber MallSuite 954,1660,Noahmouth,Northern Territory,Australia,Active,37239.0,2021-01-12,2021-01-30,18.0,Adults
408,93,1247,112,3,336,Trousers,Tracksuit Bottoms,M,blue,91,61,"A blue coloured, M sized, Tracksuit Bottoms Trousers",908,fulan 908,Prefer not to say,42,69 Sophie PlazaSuite 598,3603,South Alexandraview,Queensland,Australia,Active,52379.0,2021-10-22,2021-11-11,20.0,Adults
409,93,1259,112,3,336,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers",908,fulan 908,Prefer not to say,42,69 Sophie PlazaSuite 598,3603,South Alexandraview,Queensland,Australia,Active,52379.0,2021-10-22,2021-11-11,20.0,Adults
410,94,883,94,2,188,Trousers,Cords,L,orange,113,74,"A orange coloured, L sized, Cords Trousers",629,fulan 629,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Active,47031.0,2021-03-08,2021-03-26,18.0,Adults
411,94,1073,93,3,279,Trousers,Joggers,L,blue,94,75,"A blue coloured, L sized, Joggers Trousers",629,fulan 629,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Active,47031.0,2021-03-08,2021-03-26,18.0,Adults
412,94,212,106,2,212,Shirt,Chambray,M,red,105,48,"A red coloured, M sized, Chambray Shirt",629,fulan 629,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Active,47031.0,2021-03-08,2021-03-26,18.0,Adults
413,94,458,118,3,354,Jacket,Puffer,L,red,110,44,"A red coloured, L sized, Puffer Jacket",629,fulan 629,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Active,47031.0,2021-03-08,2021-03-26,18.0,Adults
414,94,939,96,2,192,Trousers,Drawstring,XL,indigo,104,41,"A indigo coloured, XL sized, Drawstring Trousers",629,fulan 629,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,Active,47031.0,2021-03-08,2021-03-26,18.0,Adults
415,95,1168,99,3,297,Trousers,High-Waisted,L,yellow,98,77,"A yellow coloured, L sized, High-Waisted Trousers",413,fulan 413,Prefer not to say,25,591 Sarah PassSuite 334,6700,Morissetteborough,Queensland,Australia,Active,52416.0,2021-01-25,2021-02-05,11.0,Adults
416,95,444,107,1,107,Jacket,Denim,XL,blue,92,80,"A blue coloured, XL sized, Denim Jacket",413,fulan 413,Prefer not to say,25,591 Sarah PassSuite 334,6700,Morissetteborough,Queensland,Australia,Active,52416.0,2021-01-25,2021-02-05,11.0,Adults
417,95,497,102,2,204,Jacket,Windbreaker,M,orange,109,45,"A orange coloured, M sized, Windbreaker Jacket",413,fulan 413,Prefer not to say,25,591 Sarah PassSuite 334,6700,Morissetteborough,Queensland,Australia,Active,52416.0,2021-01-25,2021-02-05,11.0,Adults
418,95,1167,99,2,198,Trousers,High-Waisted,M,yellow,98,45,"A yellow coloured, M sized, High-Waisted Trousers",413,fulan 413,Prefer not to say,25,591 Sarah PassSuite 334,6700,Morissetteborough,Queensland,Australia,Active,52416.0,2021-01-25,2021-02-05,11.0,Adults
419,95,415,119,3,357,Shirt,Casual Slim Fit,XS,violet,113,55,"A violet coloured, XS sized, Casual Slim Fit Shirt",413,fulan 413,Prefer not to say,25,591 Sarah PassSuite 334,6700,Morissetteborough,Queensland,Australia,Active,52416.0,2021-01-25,2021-02-05,11.0,Adults
420,95,426,107,2,214,Jacket,Denim,S,orange,92,51,"A orange coloured, S sized, Denim Jacket",413,fulan 413,Prefer not to say,25,591 Sarah PassSuite 334,6700,Morissetteborough,Queensland,Australia,Active,52416.0,2021-01-25,2021-02-05,11.0,Adults
421,95,1091,115,1,115,Trousers,Cropped,S,orange,99,78,"A orange coloured, S sized, Cropped Trousers",413,fulan 413,Prefer not to say,25,591 Sarah PassSuite 334,6700,Morissetteborough,Queensland,Australia,Active,52416.0,2021-01-25,2021-02-05,11.0,Adults
422,95,742,109,2,218,Jacket,Peacoat,M,orange,102,47,"A orange coloured, M sized, Peacoat Jacket",413,fulan 413,Prefer not to say,25,591 Sarah PassSuite 334,6700,Morissetteborough,Queensland,Australia,Active,52416.0,2021-01-25,2021-02-05,11.0,Adults
423,96,1025,90,2,180,Trousers,Relaxed Leg,XS,yellow,95,44,"A yellow coloured, XS sized, Relaxed Leg Trousers",415,fulan 415,Prefer not to say,40,458 Imogen Station StSuite 799,7671,Dietrichville,South Australia,Australia,Active,12119.0,2021-06-20,2021-06-30,10.0,Adults
424,96,1123,102,1,102,Trousers,Cargo Pants,L,red,106,61,"A red coloured, L sized, Cargo Pants Trousers",415,fulan 415,Prefer not to say,40,458 Imogen Station StSuite 799,7671,Dietrichville,South Australia,Australia,Active,12119.0,2021-06-20,2021-06-30,10.0,Adults
425,96,345,109,2,218,Shirt,Mandarin Collar,XS,violet,108,52,"A violet coloured, XS sized, Mandarin Collar Shirt",415,fulan 415,Prefer not to say,40,458 Imogen Station StSuite 799,7671,Dietrichville,South Australia,Australia,Active,12119.0,2021-06-20,2021-06-30,10.0,Adults
426,96,395,119,1,119,Shirt,Casual Slim Fit,XS,yellow,113,63,"A yellow coloured, XS sized, Casual Slim Fit Shirt",415,fulan 415,Prefer not to say,40,458 Imogen Station StSuite 799,7671,Dietrichville,South Australia,Australia,Active,12119.0,2021-06-20,2021-06-30,10.0,Adults
427,96,1223,105,2,210,Trousers,Pleated,L,violet,90,48,"A violet coloured, L sized, Pleated Trousers",415,fulan 415,Prefer not to say,40,458 Imogen Station StSuite 799,7671,Dietrichville,South Australia,Australia,Active,12119.0,2021-06-20,2021-06-30,10.0,Adults
428,96,940,96,1,96,Trousers,Drawstring,XS,violet,104,62,"A violet coloured, XS sized, Drawstring Trousers",415,fulan 415,Prefer not to say,40,458 Imogen Station StSuite 799,7671,Dietrichville,South Australia,Australia,Active,12119.0,2021-06-20,2021-06-30,10.0,Adults
429,97,120,92,1,92,Shirt,Denim,XS,green,115,66,"A green coloured, XS sized, Denim Shirt",106,fulan 106,Prefer not to say,38,6553 Gibson AvenueSuite 245,7712,Stokestown,Australian Capital Territory,Australia,Active,17772.0,2021-03-29,2021-03-31,2.0,Adults
430,97,541,98,1,98,Jacket,Leather,S,green,113,77,"A green coloured, S sized, Leather Jacket",106,fulan 106,Prefer not to say,38,6553 Gibson AvenueSuite 245,7712,Stokestown,Australian Capital Territory,Australia,Active,17772.0,2021-03-29,2021-03-31,2.0,Adults
431,97,856,113,3,339,Trousers,Chinos,S,green,100,61,"A green coloured, S sized, Chinos Trousers",106,fulan 106,Prefer not to say,38,6553 Gibson AvenueSuite 245,7712,Stokestown,Australian Capital Territory,Australia,Active,17772.0,2021-03-29,2021-03-31,2.0,Adults
432,97,1183,99,1,99,Trousers,High-Waisted,L,indigo,98,55,"A indigo coloured, L sized, High-Waisted Trousers",106,fulan 106,Prefer not to say,38,6553 Gibson AvenueSuite 245,7712,Stokestown,Australian Capital Territory,Australia,Active,17772.0,2021-03-29,2021-03-31,2.0,Adults
433,97,307,105,3,315,Shirt,Cuban Collar,M,indigo,93,58,"A indigo coloured, M sized, Cuban Collar Shirt",106,fulan 106,Prefer not to say,38,6553 Gibson AvenueSuite 245,7712,Stokestown,Australian Capital Territory,Australia,Active,17772.0,2021-03-29,2021-03-31,2.0,Adults
434,97,1209,105,3,315,Trousers,Pleated,XL,green,90,55,"A green coloured, XL sized, Pleated Trousers",106,fulan 106,Prefer not to say,38,6553 Gibson AvenueSuite 245,7712,Stokestown,Australian Capital Territory,Australia,Active,17772.0,2021-03-29,2021-03-31,2.0,Adults
435,97,545,98,1,98,Jacket,Leather,XS,blue,113,77,"A blue coloured, XS sized, Leather Jacket",106,fulan 106,Prefer not to say,38,6553 Gibson AvenueSuite 245,7712,Stokestown,Australian Capital Territory,Australia,Active,17772.0,2021-03-29,2021-03-31,2.0,Adults
436,97,476,118,1,118,Jacket,Puffer,S,blue,110,76,"A blue coloured, S sized, Puffer Jacket",106,fulan 106,Prefer not to say,38,6553 Gibson AvenueSuite 245,7712,Stokestown,Australian Capital Territory,Australia,Active,17772.0,2021-03-29,2021-03-31,2.0,Adults
437,98,1022,90,2,180,Trousers,Relaxed Leg,M,orange,95,74,"A orange coloured, M sized, Relaxed Leg Trousers",257,fulan 257,Prefer not to say,61,9347 Morrison RoadSuite 865,1166,Johnstonshire,Australian Capital Territory,Australia,Active,44700.0,2021-04-29,2021-05-08,9.0,Adults
438,98,431,107,2,214,Jacket,Denim,S,yellow,92,43,"A yellow coloured, S sized, Denim Jacket",257,fulan 257,Prefer not to say,61,9347 Morrison RoadSuite 865,1166,Johnstonshire,Australian Capital Territory,Australia,Active,44700.0,2021-04-29,2021-05-08,9.0,Adults
439,98,943,96,1,96,Trousers,Drawstring,L,violet,104,62,"A violet coloured, L sized, Drawstring Trousers",257,fulan 257,Prefer not to say,61,9347 Morrison RoadSuite 865,1166,Johnstonshire,Australian Capital Territory,Australia,Active,44700.0,2021-04-29,2021-05-08,9.0,Adults
440,98,1103,115,1,115,Trousers,Cropped,L,green,99,55,"A green coloured, L sized, Cropped Trousers",257,fulan 257,Prefer not to say,61,9347 Morrison RoadSuite 865,1166,Johnstonshire,Australian Capital Territory,Australia,Active,44700.0,2021-04-29,2021-05-08,9.0,Adults
441,98,982,106,3,318,Trousers,Wool,M,red,111,58,"A red coloured, M sized, Wool Trousers",257,fulan 257,Prefer not to say,61,9347 Morrison RoadSuite 865,1166,Johnstonshire,Australian Capital Territory,Australia,Active,44700.0,2021-04-29,2021-05-08,9.0,Adults
442,98,645,93,1,93,Jacket,Coach,XS,green,115,78,"A green coloured, XS sized, Coach Jacket",257,fulan 257,Prefer not to say,61,9347 Morrison RoadSuite 865,1166,Johnstonshire,Australian Capital Territory,Australia,Active,44700.0,2021-04-29,2021-05-08,9.0,Adults
443,99,1238,112,2,224,Trousers,Tracksuit Bottoms,L,yellow,91,41,"A yellow coloured, L sized, Tracksuit Bottoms Trousers",291,fulan 291,Prefer not to say,43,6428 Boyle MallApt. 711,2048,South Hannah,Tasmania,Australia,Active,26787.0,2021-09-13,2021-09-25,12.0,Adults
444,99,159,91,3,273,Shirt,Linen,XL,green,116,51,"A green coloured, XL sized, Linen Shirt",291,fulan 291,Prefer not to say,43,6428 Boyle MallApt. 711,2048,South Hannah,Tasmania,Australia,Active,26787.0,2021-09-13,2021-09-25,12.0,Adults
445,99,26,96,1,96,Shirt,Oxford Cloth,S,indigo,114,59,"A indigo coloured, S sized, Oxford Cloth Shirt",291,fulan 291,Prefer not to say,43,6428 Boyle MallApt. 711,2048,South Hannah,Tasmania,Australia,Active,26787.0,2021-09-13,2021-09-25,12.0,Adults
446,99,485,118,2,236,Jacket,Puffer,XS,violet,110,74,"A violet coloured, XS sized, Puffer Jacket",291,fulan 291,Prefer not to say,43,6428 Boyle MallApt. 711,2048,South Hannah,Tasmania,Australia,Active,26787.0,2021-09-13,2021-09-25,12.0,Adults
447,99,353,94,2,188,Shirt,Henley,L,red,92,62,"A red coloured, L sized, Henley Shirt",291,fulan 291,Prefer not to say,43,6428 Boyle MallApt. 711,2048,South Hannah,Tasmania,Australia,Active,26787.0,2021-09-13,2021-09-25,12.0,Adults
448,100,458,118,2,236,Jacket,Puffer,L,red,110,44,"A red coloured, L sized, Puffer Jacket",817,fulan 817,Prefer not to say,45,887 Goldner PlazaSuite 053,2166,Johnsonstad,Tasmania,Australia,Active,57063.0,2021-03-30,2021-04-16,17.0,Adults
449,100,1083,93,2,186,Trousers,Joggers,L,violet,94,60,"A violet coloured, L sized, Joggers Trousers",817,fulan 817,Prefer not to say,45,887 Goldner PlazaSuite 053,2166,Johnsonstad,Tasmania,Australia,Active,57063.0,2021-03-30,2021-04-16,17.0,Adults
450,100,471,118,2,236,Jacket,Puffer,S,green,110,54,"A green coloured, S sized, Puffer Jacket",817,fulan 817,Prefer not to say,45,887 Goldner PlazaSuite 053,2166,Johnsonstad,Tasmania,Australia,Active,57063.0,2021-03-30,2021-04-16,17.0,Adults
451,100,138,92,3,276,Shirt,Denim,L,violet,115,78,"A violet coloured, L sized, Denim Shirt",817,fulan 817,Prefer not to say,45,887 Goldner PlazaSuite 053,2166,Johnsonstad,Tasmania,Australia,Active,57063.0,2021-03-30,2021-04-16,17.0,Adults
452,100,470,118,1,118,Jacket,Puffer,XS,green,110,41,"A green coloured, XS sized, Puffer Jacket",817,fulan 817,Prefer not to say,45,887 Goldner PlazaSuite 053,2166,Johnsonstad,Tasmania,Australia,Active,57063.0,2021-03-30,2021-04-16,17.0,Adults
453,100,373,94,2,188,Shirt,Henley,L,blue,92,60,"A blue coloured, L sized, Henley Shirt",817,fulan 817,Prefer not to say,45,887 Goldner PlazaSuite 053,2166,Johnsonstad,Tasmania,Australia,Active,57063.0,2021-03-30,2021-04-16,17.0,Adults
454,100,392,119,3,357,Shirt,Casual Slim Fit,M,orange,113,47,"A orange coloured, M sized, Casual Slim Fit Shirt",817,fulan 817,Prefer not to say,45,887 Goldner PlazaSuite 053,2166,Johnsonstad,Tasmania,Australia,Active,57063.0,2021-03-30,2021-04-16,17.0,Adults
455,100,1242,112,1,112,Trousers,Tracksuit Bottoms,M,green,91,47,"A green coloured, M sized, Tracksuit Bottoms Trousers",817,fulan 817,Prefer not to say,45,887 Goldner PlazaSuite 053,2166,Johnsonstad,Tasmania,Australia,Active,57063.0,2021-03-30,2021-04-16,17.0,Adults
456,101,643,93,3,279,Jacket,Coach,L,yellow,115,53,"A yellow coloured, L sized, Coach Jacket",807,fulan 807,Prefer not to say,26,80 Adam HillSuite 633,953,Tylershire,Queensland,Australia,Active,25174.0,2021-01-31,2021-02-27,27.0,Adults
457,101,1216,105,1,105,Trousers,Pleated,S,indigo,90,41,"A indigo coloured, S sized, Pleated Trousers",807,fulan 807,Prefer not to say,26,80 Adam HillSuite 633,953,Tylershire,Queensland,Australia,Active,25174.0,2021-01-31,2021-02-27,27.0,Adults
458,101,1113,115,1,115,Trousers,Cropped,L,indigo,99,63,"A indigo coloured, L sized, Cropped Trousers",807,fulan 807,Prefer not to say,26,80 Adam HillSuite 633,953,Tylershire,Queensland,Australia,Active,25174.0,2021-01-31,2021-02-27,27.0,Adults
459,101,474,118,3,354,Jacket,Puffer,XL,green,110,42,"A green coloured, XL sized, Puffer Jacket",807,fulan 807,Prefer not to say,26,80 Adam HillSuite 633,953,Tylershire,Queensland,Australia,Active,25174.0,2021-01-31,2021-02-27,27.0,Adults
460,101,1119,115,3,345,Trousers,Cropped,XL,violet,99,64,"A violet coloured, XL sized, Cropped Trousers",807,fulan 807,Prefer not to say,26,80 Adam HillSuite 633,953,Tylershire,Queensland,Australia,Active,25174.0,2021-01-31,2021-02-27,27.0,Adults
461,102,332,109,3,327,Shirt,Mandarin Collar,M,green,108,57,"A green coloured, M sized, Mandarin Collar Shirt",846,fulan 846,Prefer not to say,72,69 Michael PlazaApt. 659,6634,Davidtown,Victoria,Australia,Active,41382.0,2021-05-07,2021-05-26,19.0,Seniors
462,103,772,91,1,91,Jacket,Pullover,M,red,114,55,"A red coloured, M sized, Pullover Jacket",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,49852.0,2021-06-16,2021-06-24,8.0,Adults
463,103,756,109,3,327,Jacket,Peacoat,S,blue,102,50,"A blue coloured, S sized, Peacoat Jacket",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,49852.0,2021-06-16,2021-06-24,8.0,Adults
464,103,159,91,1,91,Shirt,Linen,XL,green,116,51,"A green coloured, XL sized, Linen Shirt",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,49852.0,2021-06-16,2021-06-24,8.0,Adults
465,103,663,93,3,279,Jacket,Coach,L,violet,115,80,"A violet coloured, L sized, Coach Jacket",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,49852.0,2021-06-16,2021-06-24,8.0,Adults
466,103,740,109,3,327,Jacket,Peacoat,XS,orange,102,78,"A orange coloured, XS sized, Peacoat Jacket",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,49852.0,2021-06-16,2021-06-24,8.0,Adults
467,103,549,98,2,196,Jacket,Leather,XL,blue,113,67,"A blue coloured, XL sized, Leather Jacket",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,49852.0,2021-06-16,2021-06-24,8.0,Adults
468,103,9,96,2,192,Shirt,Oxford Cloth,XL,orange,114,43,"A orange coloured, XL sized, Oxford Cloth Shirt",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,49852.0,2021-06-16,2021-06-24,8.0,Adults
469,103,78,118,3,354,Shirt,Flannel,L,orange,96,59,"A orange coloured, L sized, Flannel Shirt",209,fulan 209,Female,29,47 Green ParkwayApt. 868,8313,Bayermouth,South Australia,Australia,Active,49852.0,2021-06-16,2021-06-24,8.0,Adults
470,104,1182,99,1,99,Trousers,High-Waisted,M,indigo,98,61,"A indigo coloured, M sized, High-Waisted Trousers",366,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,11454.0,2021-06-05,2021-06-23,18.0,Adults
471,104,67,104,3,312,Shirt,Dress,M,violet,119,41,"A violet coloured, M sized, Dress Shirt",366,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,11454.0,2021-06-05,2021-06-23,18.0,Adults
472,104,1066,93,1,93,Trousers,Joggers,S,green,94,76,"A green coloured, S sized, Joggers Trousers",366,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,11454.0,2021-06-05,2021-06-23,18.0,Adults
473,104,927,96,3,288,Trousers,Drawstring,M,green,104,52,"A green coloured, M sized, Drawstring Trousers",366,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,11454.0,2021-06-05,2021-06-23,18.0,Adults
474,104,385,119,1,119,Shirt,Casual Slim Fit,XS,red,113,49,"A red coloured, XS sized, Casual Slim Fit Shirt",366,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,11454.0,2021-06-05,2021-06-23,18.0,Adults
475,104,1098,115,2,230,Trousers,Cropped,L,yellow,99,60,"A yellow coloured, L sized, Cropped Trousers",366,fulan 366,Prefer not to say,64,491 Fisher IslandSuite 745,1110,Youngview,Victoria,Australia,Active,11454.0,2021-06-05,2021-06-23,18.0,Adults
476,105,269,95,2,190,Shirt,Polo,XL,blue,117,70,"A blue coloured, XL sized, Polo Shirt",456,fulan 456,Prefer not to say,33,94 Archie CourtSuite 659,2010,West Lachlan,Queensland,Australia,Active,46013.0,2021-06-25,2021-07-14,19.0,Adults
477,105,929,96,1,96,Trousers,Drawstring,XL,green,104,49,"A green coloured, XL sized, Drawstring Trousers",456,fulan 456,Prefer not to say,33,94 Archie CourtSuite 659,2010,West Lachlan,Queensland,Australia,Active,46013.0,2021-06-25,2021-07-14,19.0,Adults
478,106,639,93,2,186,Jacket,Coach,XL,orange,115,46,"A orange coloured, XL sized, Coach Jacket",573,fulan 573,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,12033.0,2021-03-09,2021-03-28,19.0,Adults
479,106,1069,93,3,279,Trousers,Joggers,XL,green,94,56,"A green coloured, XL sized, Joggers Trousers",573,fulan 573,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,12033.0,2021-03-09,2021-03-28,19.0,Adults
480,106,1105,115,3,345,Trousers,Cropped,XS,blue,99,47,"A blue coloured, XS sized, Cropped Trousers",573,fulan 573,Male,37,80 Charles CircuitSuite 023,7541,Abbeyshire,South Australia,Australia,Active,12033.0,2021-03-09,2021-03-28,19.0,Adults
481,107,39,104,2,208,Shirt,Dress,XL,red,119,47,"A red coloured, XL sized, Dress Shirt",127,fulan 127,Prefer not to say,30,769 Gibson TrailApt. 359,3708,South Adam,Western Australia,Australia,Active,58760.0,2021-01-11,2021-02-03,23.0,Adults
482,107,388,119,1,119,Shirt,Casual Slim Fit,L,red,113,78,"A red coloured, L sized, Casual Slim Fit Shirt",127,fulan 127,Prefer not to say,30,769 Gibson TrailApt. 359,3708,South Adam,Western Australia,Australia,Active,58760.0,2021-01-11,2021-02-03,23.0,Adults
483,107,349,109,2,218,Shirt,Mandarin Collar,XL,violet,108,71,"A violet coloured, XL sized, Mandarin Collar Shirt",127,fulan 127,Prefer not to say,30,769 Gibson TrailApt. 359,3708,South Adam,Western Australia,Australia,Active,58760.0,2021-01-11,2021-02-03,23.0,Adults
484,107,203,98,3,294,Shirt,Camp Collared,L,indigo,112,72,"A indigo coloured, L sized, Camp Collared Shirt",127,fulan 127,Prefer not to say,30,769 Gibson TrailApt. 359,3708,South Adam,Western Australia,Australia,Active,58760.0,2021-01-11,2021-02-03,23.0,Adults
485,107,882,94,1,94,Trousers,Cords,M,orange,113,53,"A orange coloured, M sized, Cords Trousers",127,fulan 127,Prefer not to say,30,769 Gibson TrailApt. 359,3708,South Adam,Western Australia,Australia,Active,58760.0,2021-01-11,2021-02-03,23.0,Adults
486,107,242,106,2,212,Shirt,Chambray,M,violet,105,72,"A violet coloured, M sized, Chambray Shirt",127,fulan 127,Prefer not to say,30,769 Gibson TrailApt. 359,3708,South Adam,Western Australia,Australia,Active,58760.0,2021-01-11,2021-02-03,23.0,Adults
487,108,707,119,3,357,Jacket,Trench Coat,M,orange,112,43,"A orange coloured, M sized, Trench Coat Jacket",935,fulan 935,Male,30,09 Baumbach LoopSuite 059,2273,Lake Oliverberg,New South Wales,Australia,Active,52439.0,2021-03-07,2021-03-28,21.0,Adults
488,108,155,91,3,273,Shirt,Linen,XS,green,116,49,"A green coloured, XS sized, Linen Shirt",935,fulan 935,Male,30,09 Baumbach LoopSuite 059,2273,Lake Oliverberg,New South Wales,Australia,Active,52439.0,2021-03-07,2021-03-28,21.0,Adults
489,108,1193,105,3,315,Trousers,Pleated,L,red,90,70,"A red coloured, L sized, Pleated Trousers",935,fulan 935,Male,30,09 Baumbach LoopSuite 059,2273,Lake Oliverberg,New South Wales,Australia,Active,52439.0,2021-03-07,2021-03-28,21.0,Adults
490,108,505,102,1,102,Jacket,Windbreaker,XS,green,109,57,"A green coloured, XS sized, Windbreaker Jacket",935,fulan 935,Male,30,09 Baumbach LoopSuite 059,2273,Lake Oliverberg,New South Wales,Australia,Active,52439.0,2021-03-07,2021-03-28,21.0,Adults
491,108,1214,105,3,315,Trousers,Pleated,XL,blue,90,55,"A blue coloured, XL sized, Pleated Trousers",935,fulan 935,Male,30,09 Baumbach LoopSuite 059,2273,Lake Oliverberg,New South Wales,Australia,Active,52439.0,2021-03-07,2021-03-28,21.0,Adults
492,108,685,113,2,226,Jacket,Parka,XS,blue,119,67,"A blue coloured, XS sized, Parka Jacket",935,fulan 935,Male,30,09 Baumbach LoopSuite 059,2273,Lake Oliverberg,New South Wales,Australia,Active,52439.0,2021-03-07,2021-03-28,21.0,Adults
493,108,555,98,2,196,Jacket,Leather,XS,violet,113,70,"A violet coloured, XS sized, Leather Jacket",935,fulan 935,Male,30,09 Baumbach LoopSuite 059,2273,Lake Oliverberg,New South Wales,Australia,Active,52439.0,2021-03-07,2021-03-28,21.0,Adults
494,108,394,119,3,357,Shirt,Casual Slim Fit,XL,orange,113,53,"A orange coloured, XL sized, Casual Slim Fit Shirt",935,fulan 935,Male,30,09 Baumbach LoopSuite 059,2273,Lake Oliverberg,New South Wales,Australia,Active,52439.0,2021-03-07,2021-03-28,21.0,Adults
495,109,248,95,3,285,Shirt,Polo,L,red,117,72,"A red coloured, L sized, Polo Shirt",554,fulan 554,Prefer not to say,56,821 Isabella JunctionApt. 238,1928,New Benjaminborough,Tasmania,Australia,Active,12707.0,2021-04-06,2021-04-29,23.0,Adults
496,109,1108,115,2,230,Trousers,Cropped,L,blue,99,45,"A blue coloured, L sized, Cropped Trousers",554,fulan 554,Prefer not to say,56,821 Isabella JunctionApt. 238,1928,New Benjaminborough,Tasmania,Australia,Active,12707.0,2021-04-06,2021-04-29,23.0,Adults
497,109,1072,93,1,93,Trousers,Joggers,M,blue,94,78,"A blue coloured, M sized, Joggers Trousers",554,fulan 554,Prefer not to say,56,821 Isabella JunctionApt. 238,1928,New Benjaminborough,Tasmania,Australia,Active,12707.0,2021-04-06,2021-04-29,23.0,Adults
498,109,586,100,1,100,Jacket,Bomber,S,indigo,90,41,"A indigo coloured, S sized, Bomber Jacket",554,fulan 554,Prefer not to say,56,821 Isabella JunctionApt. 238,1928,New Benjaminborough,Tasmania,Australia,Active,12707.0,2021-04-06,2021-04-29,23.0,Adults
499,110,687,113,2,226,Jacket,Parka,M,blue,119,54,"A blue coloured, M sized, Parka Jacket",607,fulan 607,Male,42,8397 Davis CrescentApt. 905,8092,North Gracetown,Northern Territory,Australia,Active,15385.0,2021-09-02,2021-09-06,4.0,Adults
500,110,818,117,1,117,Jacket,Shearling,L,yellow,95,58,"A yellow coloured, L sized, Shearling Jacket",607,fulan 607,Male,42,8397 Davis CrescentApt. 905,8092,North Gracetown,Northern Territory,Australia,Active,15385.0,2021-09-02,2021-09-06,4.0,Adults
